user_id,name,age,study_level,preferred_subjects,strengths,weaknesses,learning_style,study_preference,availability
455,Dawn Avila,27,Beginner,"['Compiler Design', 'Computer Networks', 'Cybersecurity', 'Operating Systems', 'Linear Algebra', 'Data Structures', 'Database Management']","['Compiler Design', 'Computer Networks']","['Linear Algebra', 'Database Management', 'Data Structures', 'Operating Systems', 'Cybersecurity']",Auditory,Group,"['Afternoon', 'Night']"
456,Mike Carr,26,Intermediate,"['Deep Learning', 'Software Engineering', 'Embedded Systems', 'Compiler Design', 'Computer Architecture', 'Data Structures']","['Deep Learning', 'Embedded Systems']","['Software Engineering', 'Compiler Design', 'Computer Architecture', 'Data Structures']",Problem-Solving,Solo,"['Night', 'Night', 'Evening']"
457,Robert Newton,28,Intermediate,"['Computer Architecture', 'Algorithms', 'Theory of Computation', 'Data Structures', 'Probability & Statistics', 'Ethical Hacking', 'Artificial Intelligence', 'Distributed Systems', 'Software Engineering']","['Distributed Systems', 'Artificial Intelligence', 'Computer Architecture']","['Ethical Hacking', 'Probability & Statistics', 'Theory of Computation', 'Data Structures', 'Algorithms', 'Software Engineering']",Problem-Solving,Solo,"['Morning', 'Afternoon']"
458,Christian Williams,25,Beginner,"['Deep Learning', 'Cryptography', 'Computer Networks', 'Machine Learning', 'Computer Architecture']","['Cryptography', 'Machine Learning']","['Deep Learning', 'Computer Networks', 'Computer Architecture']",Text-based,Group,['Night']
459,Chris Jones,29,Intermediate,"['Bioinformatics', 'Distributed Systems', 'Software Engineering', 'Artificial Intelligence', 'Quantum Computing', 'Reinforcement Learning', 'Cybersecurity', 'Computer Networks']","['Distributed Systems', 'Bioinformatics', 'Software Engineering']","['Reinforcement Learning', 'Quantum Computing', 'Artificial Intelligence', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,['Evening']
460,Angela Owens,29,Beginner,"['Software Engineering', 'Compiler Design', 'Algorithms', 'Probability & Statistics', 'Database Management', 'Machine Learning', 'Linear Algebra']","['Compiler Design', 'Machine Learning']","['Linear Algebra', 'Probability & Statistics', 'Database Management', 'Algorithms', 'Software Engineering']",Visual,Group,"['Evening', 'Evening']"
461,Miranda Johnson,23,Beginner,"['Algorithms', 'Linear Algebra', 'Compiler Design', 'Cybersecurity', 'Probability & Statistics']","['Algorithms', 'Cybersecurity']","['Compiler Design', 'Linear Algebra', 'Probability & Statistics']",Auditory,Group,['Evening']
462,Calvin Green,29,Intermediate,"['Database Management', 'Web Development', 'Quantum Computing', 'Compiler Design', 'Ethical Hacking', 'Natural Language Processing']","['Natural Language Processing', 'Compiler Design']","['Database Management', 'Quantum Computing', 'Ethical Hacking', 'Web Development']",Problem-Solving,Solo,"['Night', 'Afternoon']"
463,Jennifer Miller,18,Intermediate,"['Computer Vision', 'Web Development', 'Machine Learning', 'Reinforcement Learning', 'Big Data', 'Probability & Statistics', 'Operating Systems', 'Computer Networks', 'Compiler Design', 'Theory of Computation']","['Theory of Computation', 'Big Data', 'Compiler Design', 'Machine Learning']","['Reinforcement Learning', 'Probability & Statistics', 'Computer Vision', 'Operating Systems', 'Computer Networks', 'Web Development']",Visual,Solo,"['Morning', 'Afternoon', 'Evening']"
464,Matthew Rivera,28,Beginner,"['Computer Architecture', 'Operating Systems', 'Artificial Intelligence', 'Computer Networks', 'Data Structures', 'Algorithms', 'Cryptography']","['Computer Networks', 'Artificial Intelligence']","['Cryptography', 'Computer Architecture', 'Data Structures', 'Algorithms', 'Operating Systems']",Problem-Solving,Solo,"['Evening', 'Night', 'Afternoon']"
465,Veronica Simpson,25,Beginner,"['Data Structures', 'Database Management', 'Probability & Statistics', 'Computer Networks', 'Cryptography', 'Deep Learning']","['Deep Learning', 'Computer Networks']","['Database Management', 'Cryptography', 'Probability & Statistics', 'Data Structures']",Problem-Solving,Group,"['Night', 'Evening', 'Night']"
466,James White,21,Advanced,"['Game Development', 'Physics for CS', 'Software Testing', 'Internet of Things', 'Mobile Computing', 'Distributed Systems', 'Signal Processing', 'Computer Vision', 'Web Development', 'Embedded Systems', 'Virtual Reality']","['Web Development', 'Internet of Things', 'Physics for CS', 'Embedded Systems', 'Distributed Systems', 'Signal Processing']","['Virtual Reality', 'Mobile Computing', 'Game Development', 'Computer Vision', 'Software Testing']",Visual,Solo,"['Night', 'Evening']"
467,Angela Wood,21,Advanced,"['Internet of Things', 'Bioinformatics', 'Optimization Techniques', 'Data Structures', 'Digital Logic', 'Software Testing', 'Ethical Hacking', 'Probability & Statistics']","['Internet of Things', 'Probability & Statistics', 'Ethical Hacking', 'Bioinformatics']","['Software Testing', 'Digital Logic', 'Optimization Techniques', 'Data Structures']",Problem-Solving,Solo,['Night']
468,Kenneth Harding,29,Beginner,"['Cybersecurity', 'Compiler Design', 'Algorithms', 'Probability & Statistics', 'Artificial Intelligence', 'Database Management', 'Linear Algebra']","['Cybersecurity', 'Compiler Design']","['Linear Algebra', 'Probability & Statistics', 'Database Management', 'Artificial Intelligence', 'Algorithms']",Text-based,Group,"['Night', 'Evening']"
469,John Vargas,19,Intermediate,"['Distributed Systems', 'Computer Architecture', 'Cybersecurity', 'Cloud Computing', 'Bioinformatics', 'Linear Algebra']","['Linear Algebra', 'Distributed Systems']","['Cloud Computing', 'Bioinformatics', 'Cybersecurity', 'Computer Architecture']",Visual,Solo,['Afternoon']
470,Jennifer Robinson,18,Intermediate,"['Bioinformatics', 'Big Data', 'Natural Language Processing', 'Linear Algebra', 'Computer Networks', 'Probability & Statistics', 'Internet of Things', 'Embedded Systems', 'Data Structures', 'Computer Vision']","['Natural Language Processing', 'Computer Networks', 'Probability & Statistics', 'Linear Algebra']","['Bioinformatics', 'Data Structures', 'Computer Vision', 'Big Data', 'Embedded Systems', 'Internet of Things']",Visual,Solo,['Evening']
471,Fred Boyd,28,Intermediate,"['Probability & Statistics', 'Machine Learning', 'Bioinformatics', 'Cryptography', 'Software Engineering', 'Natural Language Processing', 'Data Structures', 'Deep Learning', 'Web Development']","['Probability & Statistics', 'Machine Learning', 'Web Development']","['Bioinformatics', 'Deep Learning', 'Cryptography', 'Natural Language Processing', 'Data Structures', 'Software Engineering']",Visual,Solo,"['Afternoon', 'Night', 'Morning']"
472,Nancy Spence,21,Intermediate,"['Big Data', 'Cybersecurity', 'Theory of Computation', 'Computer Vision', 'Linear Algebra', 'Neural Networks', 'Deep Learning', 'Machine Learning', 'Data Structures', 'Computer Networks']","['Big Data', 'Cybersecurity', 'Deep Learning', 'Data Structures']","['Linear Algebra', 'Machine Learning', 'Theory of Computation', 'Computer Vision', 'Neural Networks', 'Computer Networks']",Visual,Solo,"['Evening', 'Evening']"
473,John Gilbert,22,Intermediate,"['Bioinformatics', 'Internet of Things', 'Digital Logic', 'Cryptography', 'Cybersecurity', 'Compiler Design', 'Machine Learning', 'Software Engineering', 'Web Development', 'Computer Networks']","['Cybersecurity', 'Internet of Things', 'Compiler Design', 'Computer Networks']","['Bioinformatics', 'Cryptography', 'Machine Learning', 'Digital Logic', 'Software Engineering', 'Web Development']",Auditory,Solo,"['Evening', 'Night', 'Night']"
474,Madison Booker,23,Beginner,"['Operating Systems', 'Compiler Design', 'Data Structures', 'Probability & Statistics', 'Algorithms', 'Software Engineering', 'Computer Architecture']","['Software Engineering', 'Probability & Statistics']","['Compiler Design', 'Computer Architecture', 'Data Structures', 'Algorithms', 'Operating Systems']",Visual,Solo,['Night']
475,Katherine Johnson,20,Intermediate,"['Bioinformatics', 'Natural Language Processing', 'Linear Algebra', 'Neural Networks', 'Computer Architecture', 'Compiler Design', 'Software Engineering', 'Computer Networks', 'Quantum Computing', 'Deep Learning']","['Deep Learning', 'Bioinformatics', 'Linear Algebra', 'Natural Language Processing']","['Compiler Design', 'Quantum Computing', 'Computer Architecture', 'Neural Networks', 'Computer Networks', 'Software Engineering']",Problem-Solving,Solo,['Night']
476,Steven Jensen,29,Intermediate,"['Neural Networks', 'Artificial Intelligence', 'Database Management', 'Compiler Design', 'Digital Logic', 'Algorithms', 'Software Engineering', 'Data Structures']","['Artificial Intelligence', 'Software Engineering', 'Digital Logic']","['Database Management', 'Compiler Design', 'Data Structures', 'Neural Networks', 'Algorithms']",Problem-Solving,Solo,"['Morning', 'Night']"
477,Evan Key,18,Beginner,"['Software Engineering', 'Data Structures', 'Cryptography', 'Computer Architecture', 'Artificial Intelligence', 'Cybersecurity', 'Probability & Statistics']","['Cybersecurity', 'Software Engineering']","['Probability & Statistics', 'Cryptography', 'Computer Architecture', 'Data Structures', 'Artificial Intelligence']",Visual,Group,"['Night', 'Evening', 'Afternoon']"
478,Robert Hughes,30,Intermediate,"['Cloud Computing', 'Ethical Hacking', 'Database Management', 'Quantum Computing', 'Embedded Systems', 'Operating Systems', 'Cybersecurity', 'Reinforcement Learning', 'Algorithms', 'Artificial Intelligence']","['Operating Systems', 'Cloud Computing', 'Database Management', 'Artificial Intelligence']","['Ethical Hacking', 'Reinforcement Learning', 'Quantum Computing', 'Algorithms', 'Embedded Systems', 'Cybersecurity']",Auditory,Solo,"['Afternoon', 'Night', 'Evening']"
479,Omar Johnston,28,Beginner,"['Compiler Design', 'Machine Learning', 'Operating Systems', 'Cybersecurity', 'Artificial Intelligence']","['Compiler Design', 'Cybersecurity']","['Operating Systems', 'Artificial Intelligence', 'Machine Learning']",Auditory,Solo,"['Night', 'Night']"
480,Jeremy Simmons,20,Intermediate,"['Ethical Hacking', 'Cloud Computing', 'Big Data', 'Operating Systems', 'Web Development', 'Bioinformatics', 'Data Structures', 'Machine Learning', 'Distributed Systems']","['Big Data', 'Cloud Computing', 'Operating Systems']","['Bioinformatics', 'Ethical Hacking', 'Machine Learning', 'Data Structures', 'Web Development', 'Distributed Systems']",Visual,Solo,['Night']
481,Zachary Nelson,20,Advanced,"['Game Development', 'Artificial Intelligence', 'Compiler Design', 'Probability & Statistics', 'Reinforcement Learning', 'Operating Systems', 'Machine Learning', 'Software Testing', 'Augmented Reality', 'Distributed Systems']","['Artificial Intelligence', 'Probability & Statistics', 'Distributed Systems', 'Machine Learning', 'Software Testing', 'Augmented Reality']","['Game Development', 'Compiler Design', 'Operating Systems', 'Reinforcement Learning']",Problem-Solving,Solo,"['Morning', 'Evening']"
482,Michelle Lopez,23,Advanced,"['Distributed Systems', 'Database Management', 'Linear Algebra', 'Artificial Intelligence', 'Programming Languages', 'Cryptography', 'Operating Systems', 'Deep Learning']","['Cryptography', 'Distributed Systems', 'Artificial Intelligence', 'Linear Algebra']","['Database Management', 'Deep Learning', 'Programming Languages', 'Operating Systems']",Text-based,Solo,"['Evening', 'Evening', 'Evening']"
483,Katherine Lee,27,Intermediate,"['Natural Language Processing', 'Internet of Things', 'Ethical Hacking', 'Distributed Systems', 'Cybersecurity', 'Compiler Design', 'Computer Architecture']","['Distributed Systems', 'Ethical Hacking']","['Compiler Design', 'Natural Language Processing', 'Computer Architecture', 'Internet of Things', 'Cybersecurity']",Visual,Solo,"['Night', 'Afternoon', 'Evening']"
484,Cynthia Mcdonald,24,Intermediate,"['Bioinformatics', 'Natural Language Processing', 'Digital Logic', 'Computer Networks', 'Operating Systems', 'Cloud Computing', 'Distributed Systems', 'Data Structures']","['Operating Systems', 'Distributed Systems', 'Digital Logic']","['Bioinformatics', 'Natural Language Processing', 'Data Structures', 'Cloud Computing', 'Computer Networks']",Visual,Solo,"['Night', 'Evening']"
485,Christine Farrell,30,Intermediate,"['Software Engineering', 'Quantum Computing', 'Big Data', 'Neural Networks', 'Distributed Systems', 'Data Structures', 'Web Development']","['Data Structures', 'Big Data']","['Quantum Computing', 'Neural Networks', 'Software Engineering', 'Web Development', 'Distributed Systems']",Text-based,Solo,"['Afternoon', 'Morning']"
486,Gregory Kelley,19,Beginner,"['Cryptography', 'Algorithms', 'Machine Learning', 'Linear Algebra', 'Artificial Intelligence', 'Data Structures', 'Operating Systems']","['Data Structures', 'Algorithms']","['Linear Algebra', 'Cryptography', 'Machine Learning', 'Artificial Intelligence', 'Operating Systems']",Auditory,Solo,['Night']
487,Travis Martin,27,Advanced,"['Signal Processing', 'Deep Learning', 'Quantum Computing', 'Network Security', 'Game Development', 'Computer Vision', 'Compiler Design', 'Computer Architecture', 'Data Mining', 'Operating Systems', 'Internet of Things']","['Deep Learning', 'Network Security', 'Quantum Computing', 'Signal Processing', 'Internet of Things', 'Compiler Design']","['Data Mining', 'Game Development', 'Computer Architecture', 'Computer Vision', 'Operating Systems']",Visual,Solo,"['Evening', 'Afternoon']"
488,Mary Wheeler,23,Beginner,"['Database Management', 'Algorithms', 'Compiler Design', 'Artificial Intelligence', 'Operating Systems', 'Cybersecurity']","['Artificial Intelligence', 'Operating Systems']","['Database Management', 'Compiler Design', 'Cybersecurity', 'Algorithms']",Problem-Solving,Group,"['Evening', 'Evening', 'Evening']"
489,Jason Nguyen,19,Intermediate,"['Internet of Things', 'Probability & Statistics', 'Ethical Hacking', 'Compiler Design', 'Operating Systems', 'Software Engineering', 'Embedded Systems', 'Neural Networks']","['Ethical Hacking', 'Compiler Design', 'Internet of Things']","['Probability & Statistics', 'Neural Networks', 'Embedded Systems', 'Operating Systems', 'Software Engineering']",Problem-Solving,Solo,['Night']
490,David Gross,25,Intermediate,"['Reinforcement Learning', 'Bioinformatics', 'Ethical Hacking', 'Algorithms', 'Cybersecurity', 'Linear Algebra', 'Big Data', 'Database Management']","['Algorithms', 'Big Data', 'Linear Algebra']","['Bioinformatics', 'Ethical Hacking', 'Reinforcement Learning', 'Database Management', 'Cybersecurity']",Auditory,Solo,"['Afternoon', 'Evening']"
491,Robert Ryan,19,Beginner,"['Database Management', 'Linear Algebra', 'Computer Networks', 'Software Engineering', 'Compiler Design', 'Cybersecurity', 'Machine Learning', 'Data Structures']","['Software Engineering', 'Compiler Design', 'Linear Algebra']","['Database Management', 'Machine Learning', 'Data Structures', 'Computer Networks', 'Cybersecurity']",Auditory,Solo,"['Evening', 'Evening']"
492,Charles Silva,18,Beginner,"['Deep Learning', 'Artificial Intelligence', 'Compiler Design', 'Data Structures', 'Cybersecurity', 'Computer Architecture']","['Artificial Intelligence', 'Deep Learning']","['Compiler Design', 'Cybersecurity', 'Computer Architecture', 'Data Structures']",Problem-Solving,Group,"['Night', 'Night', 'Morning']"
